cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id
3dyb66w9,266bde167173a2904f0f11675274f38497c5a94c,PMC,"The CTA1-DD adjuvant strongly potentiates follicular dendritic cell function and germinal center formation, which results in improved neonatal immunization",10.1038/s41385-020-0253-2,PMC7223721,31959882,no-cc,"Vaccination of neonates and young infants is hampered by the relative immaturity of their immune systems and the lack of safe and efficacious vaccine adjuvants. Immaturity of the follicular dendritic cells (FDCs), in particular, appears to play a critical role for the inability to stimulate immune responses. Using the CD21mT/mG mouse model we found that at 7 days of life, FDCs exhibited a mature phenotype only in the Peyer´s patches (PP), but our unique adjuvant, CTA1-DD, effectively matured FDCs also in peripheral lymph nodes following systemic, as well as mucosal immunizations. This was a direct effect of complement receptor 2-binding to the FDC and a CTA1-enzyme-dependent enhancing effect on gene transcription, among which CR2, IL-6, ICAM-1, IL-1β, and CXCL13 encoding genes were upregulated. This way we achieved FDC maturation, increased germinal center B-cell- and Tfh responses, and enhanced specific antibody levels close to adult magnitudes. Oral priming immunization of neonates against influenza infection with CTA1-3M2e-DD effectively promoted anti-M2e-immunity and significantly reduced morbidity against a live virus challenge infection. To the best of our knowledge, this is the first study to demonstrate direct effects of an adjuvant on FDC gene transcriptional functions and the subsequent enhancement of neonatal immune responses.",2020-01-20,"Schussek, Sophie; Bernasconi, Valentina; Mattsson, Johan; Wenzel, Ulf Alexander; Strömberg, Anneli; Gribonika, Inta; Schön, Karin; Lycke, Nils Y.",Mucosal Immunol,,,,document_parses/pdf_json/266bde167173a2904f0f11675274f38497c5a94c.json,document_parses/pmc_json/PMC7223721.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223721/,
86j0lyrw,c5c90c25df845dcba5285b513f4834d3c3d4f407,PMC,"Clinical and Epidemiological Characteristics of Pandemic Influenza A/(H1N1) in Hospitalized Pediatric Patients at a University Hospital, Istanbul, Turkey",10.1093/tropej/fmq075,PMC7313784,20819800,no-cc,"Background: The aim of this study was to describe the clinical and epidemiological characteristics of pandemic influenza in hospitalized children. Methods: A total of 114 patients with suspected H1N1 virus infection were hospitalized, and nasal swabs were sent to National Influenza Reference Laboratory for confirmation of pandemic influenza A (H1N1) virus infection by rRT–PCR assay. Results: Forty-six female and 68 male patients were included in the study. Age of the patients ranged from 40 days to 16 years. Clinical and/or radiological pneumonia were detected in 96% of all. Sixteen patients required mechanical ventilation due to hypoxemia. Previously healthy children required mechanical ventilation and oxygen therapy more than patients with chronic diseases. Elevated levels of CRP and LDH in patients with respiratory distress and patients who required mechanical ventilation were statistically significant. Conclusion: Our study showed that progress of pandemic influenza infection in previously healthy children is as severe as their counterparts with chronic underlying diseases.",2010-09-04,"Torun, Selda Hancerli; Somer, Ayper; Salman, Nuran; Ciblak, Meral; Demirkol, Demet; Kanturvardar, Melis; Badur, Selim; Devecioğlu, Ömer",J Trop Pediatr,,,,document_parses/pdf_json/c5c90c25df845dcba5285b513f4834d3c3d4f407.json,document_parses/pmc_json/PMC7313784.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7313784/,
nt6w4nf6,8f0c8e9a336691b1420bb3e17bddbe0570d8bf44,PMC,Six-minute walking test in children with ESRD: discrimination validity and construct validity,10.1007/s00467-009-1259-x,PMC2753769,19633871,no-cc,"The six-minute walking test (6MWT) may be a practical test for the evaluation functional exercise capacity in children with end-stage renal disease (ESRD). The aim of this study was to investigate the 6MWT performance in children with ESRD compared to reference values obtained in healthy children and, secondly, to study the relationship between 6MWT performance with anthropometric variables, clinical parameters, aerobic capacity and muscle strength. Twenty patients (13 boys and seven girls; mean age 14.1 ± 3.4 years) on dialysis participated in this study. Anthropometrics were taken in a standardized manner. The 6MWT was performed in a 20-m-long track in a straight hallway. Aerobic fitness was measured using a cycle ergometer test to determine peak oxygen uptake [Formula: see text], peak rate (W(peak)) and ventilatory threshold (VT). Muscle strength was measured using hand-held myometry. Children with ESRD showed a reduced 6MWT performance (83% of predicted, p < 0.0001), irrespective of the reference values used. The strongest predictors of 6MWT performance were haematocrit and height. Regression models explained 59% (haematocrit and height) to 60% (haematocrit) of the variance in 6MWT performance. 6MWT performance was not associated with [Formula: see text], strength, or other anthropometric variables, but it was significantly associated with haematocrit and height. Children with ESRD scored lower on the 6MWT than healthy children. Based on these results, the 6MWT may be a useful instrument for monitoring clinical status in children with ESRD, however it cannot substitute for other fitness tests, such as a progressive exercise test to measure [Formula: see text] or muscle strength tests.",2009-07-25,"Takken, Tim; Engelbert, Raoul; van Bergen, Monique; Groothoff, Jaap; Nauta, Jeroen; van Hoeck, Koen; Lilien, Marc; Helders, Paul",Pediatr Nephrol,,,,document_parses/pdf_json/8f0c8e9a336691b1420bb3e17bddbe0570d8bf44.json,document_parses/pmc_json/PMC2753769.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2753769/,
d12cj9v5,1969291a34d9671a905c2409ba9ecaa6620325a9,PMC,Dose-escalation trial of budesonide in surfactant for prevention of bronchopulmonary dysplasia in extremely low gestational age high-risk newborns (SASSIE),10.1038/s41390-020-0792-y,PMC7223897,32006953,no-cc,"BACKGROUND: Initial trials of lung-targeted budesonide (0.25 mg/kg) in surfactant to prevent bronchopulmonary dysplasia (BPD) in premature infants have shown benefit; however, the optimal safe dose is unknown. METHODS: Dose-escalation study of budesonide (0.025, 0.05, 0.10 mg/kg) in calfactatant in extremely low gestational age neonates (ELGANs) requiring intubation at 3−14 days. Tracheal aspirate (TA) cytokines, blood budesonide concentrations, and untargeted blood metabolomics were measured. Outcomes were compared with matched infants receiving surfactant in the Trial Of Late SURFactant (TOLSURF). RESULTS: Twenty-four infants with mean gestational age 25.0 weeks and 743 g birth weight requiring mechanical ventilation were enrolled at mean age 6 days. Budesonide was detected in the blood of all infants with a half-life of 3.4 h. Of 11 infants with elevated TA cytokine levels at baseline, treatment was associated with sustained decrease (mean 65%) at all three dosing levels. There were time- and dose-dependent decreases in blood cortisol concentrations and changes in total blood metabolites. Respiratory outcomes did not differ from the historic controls. CONCLUSIONS: Budesonide/surfactant had no clinical respiratory benefit at any dosing levels for intubated ELGANs. One-tenth the dose used in previous trials had minimal systemic metabolic effects and appeared effective for lung-targeted anti-inflammatory action.",2020-02-01,"McEvoy, Cindy T.; Ballard, Philip L.; Ward, Robert M.; Rower, Joseph E.; Wadhawan, Rajan; Hudak, Mark L.; Weitkamp, Joern-Hendrik; Harris, Julia; Asselin, Jeanette; Chapin, Cheryl; Ballard, Roberta A.",Pediatr Res,,,,document_parses/pdf_json/1969291a34d9671a905c2409ba9ecaa6620325a9.json,document_parses/pmc_json/PMC7223897.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7223897/,
hd5rear9,0c984cfa8dce61e5c499ef1500f676a7c6a5e401,PMC,HER2-LAMP vaccines effectively traffic to endolysosomal compartments and generate enhanced polyfunctional T cell responses that induce complete tumor regression,10.1136/jitc-2019-000258,PMC7295440,32532838,cc-by-nc,"BACKGROUND: The advent of immune checkpoint blockade antibodies has demonstrated that effective mobilization of T cell responses can cause tumor regression of metastatic cancers, although these responses are heterogeneous and restricted to certain histologic types of cancer. To enhance these responses, there has been renewed emphasis in developing effective cancer-specific vaccines to stimulate and direct T cell immunity to important oncologic targets, such as the oncogene human epidermal growth factor receptor 2 (HER2), expressed in ~20% of breast cancers (BCs). METHODS: In our study, we explored the use of alternative antigen trafficking through use of a lysosome-associated membrane protein 1 (LAMP) domain to enhance vaccine efficacy against HER2 and other model antigens in both in vitro and in vivo studies. RESULTS: We found that inclusion of this domain in plasmid vaccines effectively trafficked antigens to endolysosomal compartments, resulting in enhanced major histocompatibility complex (MHC) class I and II presentation. Additionally, this augmented the expansion/activation of antigen-specific CD4+ and CD8+ T cells and also led to elevated levels of antigen-specific polyfunctional CD8+ T cells. Significantly, vaccination with HER2-LAMP produced tumor regression in ~30% of vaccinated mice with established tumors in an endogenous model of metastatic HER2+ BC, compared with 0% of HER2-WT vaccinated mice. This therapeutic benefit is associated with enhanced tumor infiltration of activated CD4+ and CD8+ T cells. CONCLUSIONS: These data demonstrate the potential of using LAMP-based endolysosomal trafficking as a means to augment the generation of polyfunctional, antigen-specific T cells in order to improve antitumor therapeutic responses using cancer antigen vaccines.",2020-06-12,"Chen, Alan Chen; Xu, Renhuan; Wang, Tao; Wei, Junping; Yang, Xiao-Yi; Liu, Cong-Xiao; Lei, Gangjun; Lyerly, Herbert Kim; Heiland, Teri; Hartman, Zachary Conrad",J Immunother Cancer,,,,document_parses/pdf_json/0c984cfa8dce61e5c499ef1500f676a7c6a5e401.json,document_parses/pmc_json/PMC7295440.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7295440/,
bes1tg3h,44e8e6f8937ad55bc5e24a1f5546da7a0bab3819,PMC,Competition-Based Cell Assay Employing Soluble T Cell Receptors to Assess MHC Class II Antigen Processing and Presentation,10.1208/s12248-020-00553-x,PMC7812987,33459871,no-cc,"Accurate assessment of antigen-specific immune responses is critical in the development of safe and efficacious biotherapeutics and vaccines. Endosomal processing of a protein antigen followed by presentation on major histocompatibility complex (MHC) class II constitute necessary steps in the induction of CD4+ T cell immune responses. Current preclinical methods for assessing immunogenicity risk consist of in vitro cell-based assays and computational prediction tools. Cell-based assays are time and labor-intensive while in silico methodologies have limitations. Here, we propose a novel cell-based assay capable of investigating an antigen’s endosomal processing and MHC class II presentation capabilities. This novel assay relies on competition between epitopes for MHC class II binding and employs labeled soluble T cell receptors (sTCRs) as detectors of epitope presentation. SUPPLEMENTARY INFORMATION: The online version contains supplementary material available at 10.1208/s12248-020-00553-x.",2021-01-18,"Tasker, Carley; Patel, Jenny; Jawa, Vibha; Maamary, Jad",AAPS J,,,,document_parses/pdf_json/44e8e6f8937ad55bc5e24a1f5546da7a0bab3819.json,document_parses/pmc_json/PMC7812987.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7812987/,
w55r9jat,9cf6e77a7baf7d8eb22d306e85a21e7d8335b525,PMC,The versatile role of exosomes in human retroviral infections: from immunopathogenesis to clinical application,10.1186/s13578-021-00537-0,PMC7810184,33451365,cc-by,"Eukaryotic cells produce extracellular vesicles (EVs) mediating intercellular communication. These vesicles encompass many bio-molecules such as proteins, nucleic acids, and lipids that are transported between cells and regulate pathophysiological actions in the recipient cell. Exosomes originate from multivesicular bodies inside cells and microvesicles shed from the plasma membrane and participate in various pathological conditions. Retroviruses such as Human Immunodeficiency Virus -type 1 (HIV-1) and Human T-cell leukemia virus (HTLV)-1 engage exosomes for spreading and infection. Exosomes from virus-infected cells transfer viral components such as miRNAs and proteins that promote infection and inflammation. Additionally, these exosomes deliver virus receptors to target cells that make them susceptible to virus entry. HIV-1 infected cells release exosomes that contribute to the pathogenesis including neurological disorders and malignancy. Exosomes can also potentially carry out as a modern approach for the development of HIV-1 and HTLV-1 vaccines. Furthermore, as exosomes are present in most biological fluids, they hold the supreme capacity for clinical usage in the early diagnosis and prognosis of viral infection and associated diseases. Our current knowledge of exosomes' role from virus-infected cells may provide an avenue for efficient retroviruses associated with disease prevention. However, the exact mechanism involved in retroviruses infection/ inflammation remains elusive and related exosomes research will shed light on the mechanisms of pathogenesis.",2021-01-15,"Rezaie, Jafar; Aslan, Cynthia; Ahmadi, Mahdi; Zolbanin, Naime Majidi; Kashanchi, Fatah; Jafari, Reza",Cell Biosci,,,,document_parses/pdf_json/9cf6e77a7baf7d8eb22d306e85a21e7d8335b525.json,document_parses/pmc_json/PMC7810184.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7810184/,
423y6j5v,3849a269dc273c2a49e3399ed14d36640bf0f4f0,PMC,Cytotoxic T cells swarm by homotypic chemokine signalling,10.7554/elife.56554,PMC7669268,33046212,cc-by,"Cytotoxic T lymphocytes (CTLs) are thought to arrive at target sites either via random search or following signals by other leukocytes. Here, we reveal independent emergent behaviour in CTL populations attacking tumour masses. Primary murine CTLs coordinate their migration in a process reminiscent of the swarming observed in neutrophils. CTLs engaging cognate targets accelerate the recruitment of distant T cells through long-range homotypic signalling, in part mediated via the diffusion of chemokines CCL3 and CCL4. Newly arriving CTLs augment the chemotactic signal, further accelerating mass recruitment in a positive feedback loop. Activated effector human T cells and chimeric antigen receptor (CAR) T cells similarly employ intra-population signalling to drive rapid convergence. Thus, CTLs recognising a cognate target can induce a localised mass response by amplifying the direct recruitment of additional T cells independently of other leukocytes.",2020-10-13,"Galeano Niño, Jorge Luis; Pageon, Sophie V; Tay, Szun S; Colakoglu, Feyza; Kempe, Daryan; Hywood, Jack; Mazalo, Jessica K; Cremasco, James; Govendir, Matt A; Dagley, Laura F; Hsu, Kenneth; Rizzetto, Simone; Zieba, Jerzy; Rice, Gregory; Prior, Victoria; O'Neill, Geraldine M; Williams, Richard J; Nisbet, David R; Kramer, Belinda; Webb, Andrew I; Luciani, Fabio; Read, Mark N; Biro, Maté",,,,,document_parses/pdf_json/3849a269dc273c2a49e3399ed14d36640bf0f4f0.json,document_parses/pmc_json/PMC7669268.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7669268/,
ulavc4qe,cdebde80a9844c7528d27ad38d17eca70141b86a,PMC,Corneal donation for research versus for transplantation: A-year prospective study of acceptance rates in a French University Hospital,10.1371/journal.pone.0233392,PMC7241724,32437464,cc-by,"Fresh corneal donation is essential for basic and preclinical research, but more unknown to public and the medical teams than donation for transplantation: it may raise concerns. We prospectively compared the acceptance rates and the characteristics of targeted corneal donation for research versus donation for transplantation during one year. The Agence de la Biomédecine authorized us to procure fresh corneas targeted for research, only from the donors with medical contraindications for transplantation, in order not to increase grafts shortage. Three nurses from the hospital coordination team of Saint-Etienne University Hospital, obtained consent for research and transplantation in parallel, screening all intra-hospital deaths cases, following standard protocol to check no refusal from families, despite the French opt-out system. They contacted 127 families for research and 244 for transplantation, in 71% of cases by telephone. Consent was obtained in 62% of cases for research and 54% for transplantation (P = 0.135). The main contraindication for transplantation was the cognitive disorders (66%) followed by the blood cancers (8%). This new specific activity, providing new source of fresh corneas for research immediately usable without any eyebank storage steps, didn’t reduce the number of corneas procured for transplantation versus previous years (P = 0.998). Donors in the research group were 10 years older (P<0.001) without difference regarding endothelial cell quality (P = 0.071), allowing maximal clinical relevance for protocols using these fresh human scientific corneas provided by targeted donation.",2020-05-21,"Garcin, Thibaud; Pugniet, Jean Loup; Peyragrosse, Thierry; Rogues, Francoise; Acquart, Sophie; Cognasse, Fabrice; Thuret, Gilles; Gain, Philippe",PLoS One,,,,document_parses/pdf_json/cdebde80a9844c7528d27ad38d17eca70141b86a.json,document_parses/pmc_json/PMC7241724.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7241724/,
0lqg5rlz,0fac099f5bd79d00163c581bb1dbbbc7b5598b5b,PMC,Listening to the neurological teams for multiple sclerosis: the SMART project,10.1007/s10072-020-04301-z,PMC7224035,32198654,no-cc,"OBJECTIVE: Aim of the research was to define the quality of life of Italian neurologists and nurses’ professional caring for multiple sclerosis, to understand their living the clinical practice and identify possible signals of compassion fatigue. MATERIAL AND METHODS: One hundred five neurologists and nurses from 30 Italian multiple sclerosis centres were involved in an online quali-quantitative survey on the organization of care, combined with the Satisfaction and Compassion Fatigue Test and a collection of narratives. Descriptive statistics of the quantitative data were integrated with the results obtained by the narrative medicine methods of analysis. RESULTS: Most of the practitioners were neurologists, 46 average years old, 69% women, 43% part time dedicated to multiple sclerosis. An increased number of patients in the last 3 years were referred in 29 centres. Differences were found between neurologists and nurses. Physicians showed higher risks of burnout, reporting intensive working paces, lack of medical personnel, and anxiety caused by the precarious employment conditions. Nurses appeared more satisfied, although the reference to the lack of spaces, and the cross professional roles risk of compassion fatigue. Both positive and negative relationships of care were depicted as influencing the professional quality of life. CONCLUSION: The interviewed neurological teams need to limit the risk of compassion fatigue, which appeared from the first years of the career. The prevalence of the risk among neurologists suggests more awareness among scientific societies and health care managers on the risk for this category, as first step to prevent it. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1007/s10072-020-04301-z) contains supplementary material, which is available to authorized users.",2020-03-20,"Chesi, P.; Marini, M. G.; Mancardi, G. L.; Patti, F.; Alivernini, L.; Bisecco, A.; Borriello, G.; Bucello, S.; Caleri, F.; Cavalla, P.; Cocco, E.; Cordioli, C.; Di Giuseppe, M.; Fantozzi, R.; Gattuso, M.; Granella, F.; Liguori, M.; Locatelli, L.; Lugaresi, A.; Marangoni, S.; Moiola, L.; Mutta, E.; Neri, W.; Pastò, L.; Perini, P.; Petruzzo, M.; Plewnia, K.; Repice, A. M.; Rezzonico, M.; Romano, S.; Rovaris, M.; Sessa, E.; Tortorella, C.; Totaro, R.; Valentino, P.",Neurol Sci,,,,document_parses/pdf_json/0fac099f5bd79d00163c581bb1dbbbc7b5598b5b.json,document_parses/pmc_json/PMC7224035.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7224035/,
g66t7f0c,,PMC,Corrigendum: Artemisinin-resistant Plasmodium falciparum clinical isolates can infect diverse mosquito vectors of Southeast Asia and Africa,10.1038/ncomms10345,PMC4729894,26742574,cc-by,,2016-01-08,"St. Laurent, Brandyce; Miller, Becky; Burton, Timothy A.; Amaratunga, Chanaki; Men, Sary; Sovannaroth, Siv; Fay, Michael P.; Miotto, Olivo; Gwadz, Robert W.; Anderson, Jennifer M.; Fairhurst, Rick M.",Nat Commun,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4729894/,
udro8rnr,b61df137225252db4f3617f0d2b284a191e19831,PMC,Discrete-time dynamic network model for the spread of susceptible-infective-recovered diseases,10.1103/physreve.96.012305,PMC7217507,29347135,no-cc,"We propose a discrete-time dynamic network model describing the spread of susceptible-infective-recovered diseases in a population. We consider the case in which the nodes in the network change their links due to social mixing dynamics as well as in response to the disease. The model shows the behavior that, as we increase social mixing, disease spread is inhibited in certain cases, while in other cases it is enhanced. We also extend this dynamic network model to take into account the case of hidden infection. Here we find that, as expected, the disease spreads more readily if there is a time period after contracting the disease during which an individual is infective but is not known to have the disease.",2017-07-05,"Chauhan, Sanjeev Kumar",Phys Rev E,,,,document_parses/pdf_json/b61df137225252db4f3617f0d2b284a191e19831.json,document_parses/pmc_json/PMC7217507.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7217507/,
69se0ra2,0aff9727369b6c2f9aa5adb75613ef3a94768105,PMC,Full-endoscopic decompression for thoracic ossification of ligamentum flavum: surgical techniques and clinical outcomes: A retrospective clinical study,10.1097/md.0000000000022997,PMC7598816,33126379,cc-by,"BACKGROUND: Many complications are associated with thoracic open decompression surgery, such as dural tears and neurological deficits. The clinical outcomes are also not satisfactory. Full-endoscopic decompression of the lumbar spinal canal has achieved satisfactory results for the treatment of lumbar spinal stenosis. This surgery may be used for the treatment of thoracic ossification of the ligamentum flavum (OLF) under local anesthesia. The aim of our study is to introduce the surgical techniques used for full-endoscopic decompression for thoracic OLF and to evaluate its safety and efficacy. METHODS: Fourteen patients with thoracic OLF (4 combined with dural ossification) underwent full-endoscopic decompression surgery. An interlaminar approach was performed. The anchoring method was used to establish the working passage. Spinal cord exposure began at a space between the ossification and the spinal cord, and dorsal and contralateral decompression were performed with the “Over the Top” technique. The modified Japanese Orthopedic Association score (11 points) was used to evaluate the efficacy during follow-up. At the same time, the visual analogue scale score for assessing back pain before and after the operation was evaluated. RESULTS: The average operation time was 159.73 ± 62.09 minutes, and the hospitalization time was 7.43 ± 1.79 days. The follow-up period ranged from 8 to 22 months. Neurological function was improved. There were no serious complications. Dural tears occurred in 5 patients, intraoperative neurological deterioration occurred in 1 patient, and intraoperative headache and neck pain occurred in 1 patient. CONCLUSION: Full-endoscopic decompression is an effective, safe surgical technique for thoracic OLF even the cases combined with dural ossification.",2020-10-30,"Li, Wenyi; Gao, Shangju; Zhang, Long; Cao, Can; Wei, Jingchao",Medicine (Baltimore),,,,document_parses/pdf_json/0aff9727369b6c2f9aa5adb75613ef3a94768105.json,document_parses/pmc_json/PMC7598816.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7598816/,
90ln1p8n,0f9078b5444a0db303937feca748b4ba71bd797b,PMC,Stellungnahme der DGP zur Auswirkung von Mund-Nasenmasken auf den Eigen- und Fremdschutz bei aerogen übertragbaren Infektionen in der Bevölkerung,10.1055/a-1175-8578,PMC7362397,32434252,no-cc,,2020-05-20,"Dellweg, D.; Lepper, P. M.; Nowak, D.; Köhnlein, T.; Olgemöller, U.; Pfeifer, M.",Pneumologie,,,,document_parses/pdf_json/0f9078b5444a0db303937feca748b4ba71bd797b.json,document_parses/pmc_json/PMC7362397.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7362397/,
0fsu1451,,PMC,Human bocavirus 1 may suppress rhinovirus-associated immune response in wheezing children,10.1016/j.jaci.2013.10.014,PMC7173120,24369801,no-cc,,2013-12-24,"Lukkarinen, Heikki; Söderlund-Venermo, Maria; Vuorinen, Tytti; Allander, Tobias; Hedman, Klaus; Simell, Olli; Ruuskanen, Olli; Jartti, Tuomas",J Allergy Clin Immunol,,,,,document_parses/pmc_json/PMC7173120.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7173120/,
0yabira3,cb2959b0789ee3a4c6fa91e8c24b5701955e0779,PMC,Interferon‐α Production and Tissue Localization of Interferon‐α/β Producing Cells after Intradermal Administration of Aujeszky's Disease Virus–Infected Cells in Pigs,10.1111/j.1365-3083.1995.tb03543.x,PMC7190192,7863258,no-cc,"Intradermal administration of glutaraldehyde–fixed Aujeszky's disease virus (ADV) infected autologous or allogeneic cells resulted in the induction of an interferon(IFN)–α/β response in pigs. Using a sensitive dissociation–enhanced lanthanide fluoroimmunoassay (DELFIA), IFN–α/β was detected in blood at 8 and 24 h after injection of ADV–infected cells. In parallel, by means of in situ hybridization, IFN–α/β mRNA containing cells were demonstrated in regional lymph nodes. Occasional IFN–α/β mRNA positive cells were also seen in injected dermal areas, but not in contralateral lymph nodes, spleen, bone marrow, blood or liver. The ability of leucocytes in whole blood cultures to produce IFN–α/β upon stimulation by ADV was markedly diminished 3–7 days after intradermal injection of ADV–infected cells. In contrast, cultures of purified peripheral blood mononuclear cells (PBMC) had intact IFN–α/β responses. Further, serum from ADV–injected pigs inhibited the in vitro ADV–induced IFN‐α/β responses in PBMC from control pigs, most likely due to the demonstrated presence of anti–ADV antibodies. We suggest that the IFN‐α/β producing cells in lymph nodes may participate in the development of antiviral immunity and could be equivalent to Natural IFN–α/β producing (NIP) cells.",2006-06-29,"ARTURSSON, K.; LINDERSSON, M.; VARELA, N.; SCHEYNIUS, A.; ALM, G. V.",Scand J Immunol,,,,document_parses/pdf_json/cb2959b0789ee3a4c6fa91e8c24b5701955e0779.json,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190192/,
sfs8a4k4,615b2721224988a9e90c2045bc7bb5ceaff53591,PMC,Next-Generation Sequencing Analysis of Cellular Response to Influenza B Virus Infection,10.3390/v12040383,PMC7232189,32244344,cc-by,"Influenza B virus (IBV) is a respiratory pathogen that infects humans and causes seasonal influenza epidemics. However, cellular response to IBV infection in humans and mechanisms of host-mediated restriction of IBV replication are not thoroughly understood. In this study, we used next-generation sequencing (NGS) to perform transcriptome profiling of IBV-infected human lung epithelial A549 cells at 0, 6, 12, and 24 h post infection (hpi) and characterized the cellular gene expression dynamics. We observed that more than 4000 host genes were differentially regulated during the study period, which included up regulation of genes encoding proteins, having a role in the innate antiviral immune responses, immune activation, cellular metabolism, autophagy, and apoptosis, as well as down regulation of genes involved in mitosis and cell proliferation. Further analysis of RNA-Seq data coupled with RT-qPCR validation collectively showed that double-strand RNA recognition pathways, including retinoic acid-inducible gene I (RIG-I) and Toll-like receptor 3 (TLR3), were substantially activated following IBV infection. Taken together, these results provide important initial insights into the intimate interaction between IBV and lung epithelial cells, which can be further explored towards elucidation of the cellular mechanisms in restriction or elimination of IBV infections in humans.",2020-03-31,"Sheng, Zizhang; Huang, Chen; Liu, Runxia; Guo, Yicheng; Ran, Zhiguang; Li, Feng; Wang, Dan",Viruses,,,,document_parses/pdf_json/615b2721224988a9e90c2045bc7bb5ceaff53591.json,document_parses/pmc_json/PMC7232189.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7232189/,
2oed750z,6a6c40e96936c28fc08d487d0463985c48fe2925,PMC,A phase II study of combined VEGF inhibitor (bevacizumab+sorafenib) in patients with metastatic breast cancer: Hoosier Oncology Group Study BRE06-109,10.1007/s10637-013-9976-1,PMC3771371,23812905,no-cc,"Purpose: Angiogenesis plays an essential role in tumor development, invasion and metastasis. We evaluated the efficacy and safety of dual angiogenesis blockade with bevacizumab and sorafenib in patients with metastatic breast cancer. Patients and Methods: Patients who had received no more than 2 prior chemotherapy regimens in any setting were treated with sorafenib 200 mg as a single oral dose daily plus bevacizumab intravenously 5 mg/kg every other week. Response was assessed by Response Evaluation Criteria in Solid Tumors (RECIST). The primary endpoint was progression free survival (PFS). Results: Eighteen patients were enrolled. Median age was 56 yo, all had good performance status KPS of 0 or 1, and 17 patients had received 1 or 2 prior chemotherapy regimens. Median PFS was 2.8 months. There were no complete or partial responses; 3 patients had stable disease for >6 months. Toxicity was substantial with 9 (50 %) patients reporting Grade 3 toxicity. Seven (39 %) patients discontinued therapy due to adverse events including hypertension (N = 2), GI toxicity (N = 1), sensory neuropathy (N = 1), rash (N = 1), pain (N = 1) and wound complication (N = 1). Given the lack of clear efficacy and increased toxicity, accrual was terminated. Conclusion: The combination of sorafenib and bevacizumab has substantial toxicity and minimal efficacy in patients with previously treated metastatic breast cancer. Further study of this combination is not recommended.",2013-10-01,"Mina, Lida A.; Yu, Menggang; Johnson, Cynthia; Burkhardt, Cyndi; Miller, Kathy D.; Zon, Robin",Invest New Drugs,,,,document_parses/pdf_json/6a6c40e96936c28fc08d487d0463985c48fe2925.json,document_parses/pmc_json/PMC3771371.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3771371/,
yv8kdiam,,PMC,Perspective: the late preterm infant,10.1038/jp.2013.50,PMC3697043,23803624,cc-by-nc-nd,,2013-06-27,"Martin, G I",J Perinatol,,,,,document_parses/pmc_json/PMC3697043.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3697043/,
7dnmv42r,50fc06b1ab57059e9f1ff1cd34a0d04344b346c4,PMC,Aptamer Functionalized Lipid Multilayer Gratings for Label-Free Analyte Detection,10.3390/nano10122433,PMC7762078,33291389,cc-by,"Lipid multilayer gratings are promising optical biosensor elements that are capable of transducing analyte binding events into changes in an optical signal. Unlike solid state transducers, reagents related to molecular recognition and signal amplification can be incorporated into the lipid grating ink volume prior to fabrication. Here we describe a strategy for functionalizing lipid multilayer gratings with a DNA aptamer for the protein thrombin that allows label-free analyte detection. A double cholesterol-tagged, double-stranded DNA linker was used to attach the aptamer to the lipid gratings. This approach was found to be sufficient for binding fluorescently labeled thrombin to lipid multilayers with micrometer-scale thickness. In order to achieve label-free detection with the sub-100 nm-thick lipid multilayer grating lines, the binding affinity was improved by varying the lipid composition. A colorimetric image analysis of the light diffracted from the gratings using a color camera was then used to identify the grating nanostructures that lead to an optimal signal. Lipid composition and multilayer thickness were found to be critical parameters for the signal transduction from the aptamer functionalized lipid multilayer gratings.",2020-12-05,"Prommapan, Plengchart; Brljak, Nermina; Lowry, Troy W.; Van Winkle, David; Lenhert, Steven",Nanomaterials (Basel),,,,document_parses/pdf_json/50fc06b1ab57059e9f1ff1cd34a0d04344b346c4.json,document_parses/pmc_json/PMC7762078.xml.json,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7762078/,
